期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
2017122,2017-10-17(二),"11,20,21,22,24,27",15,4,9322578,52,415632,1044,3000,54934,200,1042097,10,9476920,5,"江苏2注,河南2注,共4注。",624823324
2017121,2017-10-15(日),"11,18,19,22,24,32",07,5,7294152,136,105429,2039,3000,89969,200,1540417,10,14389253,5,"浙江2注,福建1注,湖北1注,云南1注,共5注。",597274960
2017120,2017-10-12(四),"08,10,15,19,23,28",16,5,9211061,192,137078,873,3000,58724,200,1248592,10,4861691,5,"河北1注,辽宁1注,安徽1注,四川1注,云南1注,共5注。",590730365
2017119,2017-10-10(二),"09,16,21,25,26,31",14,11,6673237,127,181157,1257,3000,57477,200,1060985,10,6925933,5,"河北1注,江苏2注,浙江1注,安徽1注,重庆2注,河南1注,海南1注,四川1注,陕西1注,共11注。",557828271
2017118,2017-10-08(日),"08,09,15,22,30,33",16,12,6730422,123,211027,1054,3000,67859,200,1290082,10,6619217,5,"浙江1注,福建1注,重庆1注,河南1注,湖南8注,共12注。",562212840
2017117,2017-10-05(四),"01,02,08,11,14,21",09,3,8633236,53,257068,1146,3000,57568,200,1078500,10,11109106,5,"山东1注,广东1注,陕西1注,共3注。",565108899
2017116,2017-10-03(二),"02,14,20,22,30,32",02,9,6537998,85,203558,1372,3000,60997,200,1028626,10,7304167,5,"辽宁1注,江苏1注,河南1注,湖北1注,广东1注,海南1注,四川1注,云南2注,共9注。",550134702
2017115,2017-10-01(日),"04,10,11,25,30,31",01,6,8233631,128,189470,1141,3000,60892,200,1176240,10,6686161,5,"广东3注,广西2注,云南1注,共6注。",557069238
2017114,2017-09-28(四),"06,12,13,15,18,26",13,4,9187872,89,235273,1225,3000,65842,200,1241716,10,8908714,5,"上海1注,山东1注,湖北1注,深圳1注,共4注。",533714324
2017113,2017-09-26(二),"04,06,16,27,29,33",05,4,8403060,75,226870,1443,3000,67849,200,1213695,10,11370515,5,"河北1注,辽宁1注,山东2注,共4注。",507647724
2017112,2017-09-24(日),"03,10,14,16,22,23",11,2,10000000,76,292461,1344,3000,64339,200,1217948,10,10335549,5,"广东1注,陕西1注,共2注。",490214060
2017111,2017-09-21(四),"05,10,17,19,29,32",12,16,5921674,99,186196,1503,3000,76650,200,1364133,10,9718883,5,"黑龙江1注,江苏1注,浙江4注,福建1注,重庆2注,湖北2注,广东5注,共16注。",443532928
2017110,2017-09-19(二),"01,03,12,15,19,23",14,3,10000000,68,377100,747,3000,43574,200,973444,10,6407418,5,"河北1注,安徽1注,湖北1注,共3注。",482979264
2017109,2017-09-17(日),"08,14,16,18,21,23",16,4,10000000,96,296384,795,3000,47610,200,1019017,10,7049837,5,"黑龙江1注,贵州1注,云南2注,共4注。",436050760
2017108,2017-09-14(四),"07,12,14,15,17,20",01,6,8141359,113,208497,957,3000,54375,200,1048588,10,7741340,5,"山西1注,内蒙古1注,江西1注,山东1注,重庆2注,共6注。",390692040
2017107,2017-09-12(二),"08,09,15,17,30,32",06,19,5814695,202,95787,1398,3000,68532,200,1293285,10,9649004,5,"北京1注,上海15注,江西1注,广东1注,宁夏1注,共19注。",368859616
2017106,2017-09-10(日),"12,15,20,25,27,31",02,4,10000000,82,306613,802,3000,51738,200,1081678,10,9136411,5,"河北1注,吉林1注,福建1注,湖南1注,共4注。",421291764
2017105,2017-09-07(四),"03,06,07,12,25,26",07,29,5091000,254,12987,5050,3000,164897,200,2109753,10,14309512,5,"河北1注,山西2注,辽宁2注,上海2注,江苏1注,浙江4注,山东2注,河南2注,湖南4注,广东2注,广西6注,宁夏1注,共29注。",385864894
2017104,2017-09-05(二),"01,14,15,20,23,30",14,2,10000000,93,265208,776,3000,44513,200,878597,10,6670926,5,"黑龙江1注,贵州1注,共2注。",523607612
2017103,2017-09-03(日),"01,21,23,25,31,33",01,9,7401779,64,422187,856,3000,43195,200,806982,10,8581566,5,"山西1注,山东1注,重庆2注,湖南1注,广东3注,贵州1注,共9注。",469614348
2017102,2017-08-31(四),"04,08,10,14,18,20",11,14,5682901,150,79671,1682,3000,79971,200,1378116,10,14439511,5,"北京3注,河北1注,内蒙古1注,辽宁1注,黑龙江1注,广东2注,四川1注,云南2注,新疆1注,深圳1注,共14注。",455170324
2017101,2017-08-29(二),"01,04,11,28,31,32",16,2,10000000,51,548154,606,3000,35152,200,780019,10,5001121,5,"广东1注,甘肃1注,共2注。",498878630
2017100,2017-08-27(日),"04,07,08,18,23,24",02,16,6241187,117,212168,1157,3000,64891,200,1279253,10,7964531,5,"北京10注,江苏2注,浙江1注,重庆1注,湖南1注,陕西1注,共16注。",435010976
2017099,2017-08-24(四),"02,05,06,16,28,29",04,27,5455945,142,108367,2109,3000,88811,200,1502773,10,10301500,5,"天津15注,河北1注,内蒙古1注,上海1注,浙江2注,安徽2注,福建1注,广东2注,广西1注,四川1注,共27注。",460398735
2017098,2017-08-22(二),"04,19,22,27,30,33",01,14,5401390,93,75530,2157,3000,96656,200,1577135,10,16838772,5,"辽宁1注,上海1注,江苏1注,浙江1注,安徽1注,江西4注,山东1注,湖南1注,广东1注,广西1注,云南1注,共14注。",561544774
2017097,2017-08-20(日),"05,10,18,19,30,31",03,10,6980859,183,135304,1359,3000,69276,200,1291364,10,8215808,5,"河北1注,上海1注,浙江1注,江西3注,湖北1注,广东1注,广西1注,新疆1注,共10注。",616091250
2017096,2017-08-17(四),"02,06,11,12,19,29",06,14,6270042,165,134701,1755,3000,74735,200,1247731,10,7332922,5,"河北1注,山西1注,吉林1注,黑龙江1注,江西1注,山东2注,重庆2注,湖北1注,四川2注,陕西1注,新疆1注,共14注。",611617622
2017095,2017-08-15(二),"09,10,12,19,22,29",16,14,6159602,332,61123,1789,3000,92157,200,1542172,10,7007522,5,"吉林1注,江苏2注,浙江3注,贵州7注,云南1注,共14注。",632720984
2017094,2017-08-13(日),"08,11,13,19,28,31",06,9,6630843,128,143335,1876,3000,86932,200,1495198,10,11214738,5,"吉林1注,安徽3注,河南1注,湖南1注,广东1注,四川1注,云南1注,共9注。",658076283
2017093,2017-08-10(四),"07,08,09,15,22,27",12,39,5290308,238,59464,2259,3000,103680,200,1691934,10,9999861,5,"江苏1注,浙江2注,安徽1注,山东4注,河南1注,广东26注,四川1注,青海1注,宁夏1注,深圳1注,共39注。",662712921
2017092,2017-08-08(二),"10,18,19,29,32,33",09,4,9605819,131,175794,909,3000,47240,200,897113,10,7617376,5,"浙江1注,河南3注,共4注。",826577324
2017091,2017-08-06(日),"05,07,10,23,28,29",03,4,8923729,141,139139,1604,3000,75636,200,1342235,10,10672303,5,"山东2注,云南1注,新疆1注,共4注。",795913308
2017090,2017-08-03(四),"01,07,10,16,22,33",09,4,8842613,84,228726,1158,3000,57206,200,1091702,10,10056187,5,"天津1注,山东1注,云南2注,共4注。",772752284
2017089,2017-08-01(二),"11,12,13,16,23,25",12,2,10000000,69,328347,1026,3000,49435,200,1003431,10,8129858,5,"辽宁1注,河南1注,共2注。",750483542
2017088,2017-07-30(日),"07,09,18,22,23,29",06,10,6725767,406,53133,1917,3000,95828,200,1708166,10,8287929,5,"黑龙江1注,上海1注,江苏1注,安徽2注,江西2注,山东1注,广东2注,共10注。",702515540
2017087,2017-07-27(四),"03,06,13,14,19,28",06,13,5785674,105,121592,2100,3000,91345,200,1428854,10,12991642,5,"天津1注,江苏2注,安徽1注,山东1注,河南2注,广东2注,广西1注,贵州1注,深圳2注,共13注。",705056937
2017086,2017-07-25(二),"03,05,06,13,20,22",07,5,7211165,73,189312,1592,3000,71827,200,1279364,10,13255749,5,"山东1注,广西3注,云南1注,共5注。",741969095
2017085,2017-07-23(日),"01,05,06,16,25,30",09,7,6315240,148,77759,2046,3000,91556,200,1520586,10,16248640,5,"浙江1注,安徽1注,江西1注,重庆1注,广东2注,广西1注,共7注。",736565578
2017084,2017-07-20(四),"01,05,11,20,22,24",02,9,7021235,98,232029,1375,3000,64443,200,1209543,10,6832651,5,"内蒙古1注,辽宁1注,安徽1注,山东1注,河南1注,广东1注,广西1注,陕西2注,共9注。",746247204
2017083,2017-07-18(二),"03,08,14,20,24,26",12,13,6005980,161,101535,1885,3000,83588,200,1366711,10,9674189,5,"河北1注,江苏2注,江西1注,湖北1注,湖南1注,广东1注,四川1注,贵州1注,云南2注,新疆2注,共13注。",741221637
2017082,2017-07-16(日),"14,18,21,25,28,29",10,9,6764976,120,165466,1265,3000,68134,200,1287310,10,11408311,5,"山西3注,辽宁1注,湖南1注,广西1注,四川3注,共9注。",770257854
2017081,2017-07-13(四),"03,05,14,25,26,30",05,4,7764217,134,103142,2050,3000,82194,200,1315821,10,12288324,5,"河南3注,宁夏1注,共4注。",771574680
2017080,2017-07-11(二),"01,12,16,20,22,24",08,10,6418690,103,172171,1272,3000,64285,200,1152662,10,10466289,5,"内蒙古1注,辽宁2注,浙江1注,安徽1注,河南2注,广东3注,共10注。",761168290
2017079,2017-07-09(日),"03,07,14,23,25,27",08,5,7420610,107,141390,2040,3000,92475,200,1572509,10,13008667,5,"黑龙江1注,浙江1注,福建1注,山东1注,河南1注,共5注。",772154315
2017078,2017-07-06(四),"05,07,18,19,22,24",16,7,7387529,160,130568,1443,3000,76921,200,1441788,10,6711520,5,"上海1注,浙江1注,山东3注,重庆1注,广东1注,共7注。",763870919
2017077,2017-07-04(二),"01,02,04,15,17,22",14,4,9715359,93,253513,820,3000,47698,200,964676,10,7204322,5,"内蒙古1注,河南1注,湖北1注,贵州1注,共4注。",752910976
2017076,2017-07-02(日),"01,04,08,09,14,15",13,7,7321488,115,176634,1550,3000,77977,200,1455485,10,10735920,5,"山西1注,辽宁2注,安徽1注,重庆1注,广东1注,四川1注,共7注。",721042021
2017075,2017-06-29(四),"01,03,06,19,21,29",07,7,6363935,90,132604,1808,3000,84968,200,1397845,10,14591274,5,"河北1注,上海1注,浙江2注,山东1注,广东1注,四川1注,共7注。",711353370
2017074,2017-06-27(二),"02,06,16,23,30,31",02,16,6194147,548,43582,1682,3000,77717,200,1147687,10,5072832,5,"北京1注,辽宁1注,上海3注,江苏1注,安徽1注,福建1注,江西1注,山东2注,广东1注,广西1注,海南1注,陕西1注,深圳1注,共16注。",720097616
2017073,2017-06-25(日),"03,06,16,23,26,30",14,9,7099806,173,136548,1358,3000,64112,200,1164232,10,9426427,5,"上海3注,安徽1注,重庆1注,河南1注,广西1注,四川1注,深圳1注,共9注。",747555120
2017072,2017-06-22(四),"06,11,14,23,26,30",02,11,6667226,94,243876,1005,3000,52874,200,995249,10,8429197,5,"北京2注,辽宁1注,浙江1注,福建3注,山东3注,深圳1注,共11注。",740584900
2017071,2017-06-20(二),"02,03,06,14,31,32",03,4,10000000,51,494080,634,3000,39115,200,842702,10,7815095,5,"天津2注,安徽1注,广东1注,共4注。",745151312
2017070,2017-06-18(日),"01,06,14,22,25,26",12,4,9143511,92,225190,1226,3000,64694,200,1224137,10,12695165,5,"黑龙江1注,上海1注,浙江1注,广西1注,共4注。",709557056
2017069,2017-06-15(四),"02,11,12,23,29,31",05,3,10000000,98,198460,1535,3000,72026,200,1275536,10,10052476,5,"江苏1注,江西1注,四川1注,共3注。",683978436
2017068,2017-06-13(二),"02,06,10,22,30,31",15,7,8099564,102,265894,662,3000,44158,200,962751,10,5663437,5,"河北1注,江苏1注,浙江2注,湖北3注,共7注。",655631053
2017067,2017-06-11(日),"01,03,04,10,18,29",04,10,7036216,131,194295,1231,3000,63366,200,1260815,10,8757474,5,"河北4注,上海1注,江苏1注,河南1注,湖南1注,云南1注,深圳1注,共10注。",630964440
2017066,2017-06-08(四),"01,04,06,17,19,26",03,8,7075823,103,201536,1364,3000,74828,200,1364595,10,9175247,5,"辽宁2注,浙江1注,湖南1注,广东1注,广西1注,云南1注,陕西1注,共8注。",624968496
2017065,2017-06-06(二),"02,05,08,10,12,21",07,14,5907122,181,87705,1985,3000,88342,200,1457827,10,11098363,5,"天津1注,辽宁1注,黑龙江1注,江苏2注,安徽2注,江西1注,山东2注,湖北1注,广东1注,云南1注,陕西1注,共14注。",619300374
2017064,2017-06-04(日),"02,10,16,22,24,28",15,5,9001480,158,158286,1194,3000,63332,200,1220261,10,8764605,5,"河北1注,重庆2注,广东1注,四川1注,共5注。",654376180
2017063,2017-06-01(四),"12,16,20,22,25,31",04,4,10000000,246,102608,715,3000,38031,200,818953,10,6360637,5,"河北1注,广西2注,四川1注,共4注。",624355820
2017062,2017-05-30(二),"01,07,22,24,26,31",10,2,10000000,50,413968,688,3000,37912,200,779016,10,8643212,5,"辽宁1注,江西1注,共2注。",588631018
2017061,2017-05-28(日),"06,07,12,20,26,27",11,22,5719289,236,83815,1818,3000,97177,200,1749641,10,7831806,5,"北京2注,辽宁6注,吉林1注,江苏2注,浙江2注,福建1注,山东1注,湖北1注,广东2注,广西2注,深圳2注,共22注。",546535704
2017060,2017-05-25(四),"05,10,13,24,26,31",04,4,9226054,113,186993,1178,3000,64781,200,1188625,10,8834776,5,"北京1注,浙江1注,湖南1注,云南1注,共4注。",613018696
2017059,2017-05-23(二),"04,08,09,15,19,25",09,26,5191242,222,27997,3608,3000,132859,200,1854184,10,13842428,5,"北京1注,河北1注,辽宁2注,黑龙江1注,上海3注,江苏1注,安徽1注,福建2注,山东5注,湖北2注,广东3注,四川1注,新疆1注,深圳2注,共26注。",586532102
2017058,2017-05-21(日),"01,09,13,22,28,32",11,8,7035961,111,183419,1428,3000,67171,200,1172549,10,11025443,5,"山西1注,浙江1注,安徽1注,湖北1注,湖南1注,四川1注,陕西1注,深圳1注,共8注。",702858272
2017057,2017-05-18(四),"18,20,22,23,30,31",16,9,6821373,71,288597,881,3000,53312,200,1052315,10,9682267,5,"河北1注,上海5注,安徽1注,广东2注,共9注。",698067117
2017056,2017-05-16(二),"13,14,18,19,21,28",06,8,7367832,184,128686,900,3000,49707,200,973032,10,7690564,5,"山西1注,福建3注,湖北1注,广西1注,四川1注,云南1注,共8注。",697988120
2017055,2017-05-14(日),"07,12,13,20,24,31",05,20,5718169,109,164717,1901,3000,73900,200,1276271,10,12523162,5,"北京1注,天津1注,河北1注,辽宁1注,江苏1注,浙江1注,重庆1注,广东12注,深圳1注,共20注。",685895820
期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
2022043,2022-04-19(二),"02,17,20,23,25,27",08,9,6718875,54,358098,1312,3000,66237,200,1274684,10,12865148,5,"浙江1注,江西1注,山东2注,广东2注,贵州1注,云南2注,共9注。",1883060805
2022042,2022-04-17(日),"05,10,11,21,22,30",13,10,7059021,175,147072,1624,3000,77105,200,1574277,10,9121844,5,"北京1注,山西1注,江苏2注,浙江1注,四川3注,陕西2注,共10注。",1885518647
2022041,2022-04-14(四),"05,07,21,22,24,29",14,4,10000000,57,504454,799,3000,47352,200,1061711,10,6631431,5,"辽宁1注,黑龙江1注,重庆2注,共4注。",1878895566
2022040,2022-04-12(二),"03,12,14,16,31,33",12,15,5830283,119,130821,1322,3000,72884,200,1344156,10,14783565,5,"北京1注,内蒙古1注,江苏1注,安徽1注,江西1注,山东1注,重庆2注,湖北4注,广东1注,贵州1注,陕西1注,共15注。",1832633915
2022039,2022-04-10(日),"02,06,07,10,15,20",05,5,9112790,177,145225,1693,3000,79297,200,1476259,10,9056092,5,"北京2注,浙江1注,福建1注,山东1注,共5注。",1873384741
2022038,2022-04-07(四),"09,12,13,16,24,32",04,5,8932134,67,366803,1024,3000,54426,200,1110914,10,9514398,5,"安徽1注,江西1注,山东1注,重庆1注,广东1注,共5注。",1841833878
2022037,2022-04-05(二),"01,10,13,20,22,32",14,3,10000000,74,372366,677,3000,39417,200,861539,10,6847023,5,"浙江1注,福建1注,重庆1注,共3注。",1812767035
2022036,2022-04-03(日),"02,03,14,16,26,31",02,7,8039081,110,241745,1112,3000,59635,200,1183135,10,8795969,5,"北京1注,山东1注,重庆1注,广东4注,共7注。",1760101650
2022035,2022-03-31(四),"08,12,13,19,23,25",15,8,7126487,169,125827,1773,3000,82237,200,1421190,10,10443059,5,"河北1注,浙江1注,福建1注,山东1注,河南2注,四川1注,贵州1注,共8注。",1736599330
2022034,2022-03-29(二),"14,17,26,31,32,33",10,9,7033420,49,466856,1083,3000,52816,200,1034743,10,12273697,5,"辽宁6注,吉林1注,江西1注,山东1注,共9注。",1729816605
2022033,2022-03-27(日),"05,12,19,22,25,26",05,11,6853773,192,132757,2019,3000,95725,200,1666450,10,9653032,5,"河北2注,浙江1注,山东1注,河南2注,湖北1注,海南1注,四川1注,贵州1注,云南1注,共11注。",1724489453
2022032,2022-03-24(四),"04,10,11,14,23,32",07,7,8228322,54,523107,968,3000,50898,200,1036778,10,8573311,5,"上海1注,安徽1注,四川5注,共7注。",1723412804
2022031,2022-03-22(二),"01,10,11,22,26,32",07,28,5507246,296,59978,1856,3000,87709,200,1466943,10,12841213,5,"山西2注,江苏1注,浙江4注,安徽2注,河南3注,湖北1注,广东1注,贵州1注,云南12注,陕西1注,共28注。",1696267600
2022030,2022-03-20(日),"12,23,24,26,27,30",05,18,5942310,55,385490,1634,3000,73945,200,1392454,10,13252504,5,"浙江1注,山东5注,广东12注,共18注。",1797209652
2022029,2022-03-17(四),"03,08,10,13,26,32",08,10,6314985,105,156545,1906,3000,92362,200,1645192,10,13440677,5,"天津1注,山西1注,江苏2注,浙江1注,安徽2注,湖北2注,广东1注,共10注。",1840565291
2022028,2022-03-15(二),"05,11,20,22,23,29",09,9,6991710,330,67899,1371,3000,82678,200,1572608,10,10054350,5,"山西1注,广东7注,陕西1注,共9注。",1854403191
2022027,2022-03-13(日),"14,15,18,19,26,32",09,3,10000000,74,270324,1422,3000,83144,200,1496532,10,16752819,5,"上海2注,云南1注,共3注。",1850108360
2022026,2022-03-10(四),"03,04,10,15,22,24",02,10,7519808,129,244167,1096,3000,60656,200,1226877,10,7547686,5,"内蒙古1注,江苏1注,浙江2注,福建1注,山东1注,广东2注,海南1注,深圳1注,共10注。",1820096321
2022025,2022-03-08(二),"06,19,24,25,28,32",04,1,10000000,98,261907,1184,3000,65320,200,1271944,10,10842155,5,"湖南1注,共1注。",1800801596
2022024,2022-03-06(日),"07,09,10,14,19,24",15,2,10000000,154,187504,1455,3000,82140,200,1599856,10,9964007,5,"山东1注,湖北1注,共2注。",1733800692
2022023,2022-03-03(四),"07,12,17,19,24,25",02,9,7444170,98,280580,1288,3000,70720,200,1393074,10,9472092,5,"山西1注,吉林1注,浙江1注,湖北1注,广东5注,共9注。",1667173674
2022022,2022-03-01(二),"01,07,11,15,17,19",06,9,6751389,162,121624,1841,3000,95683,200,1710271,10,12553973,5,"北京1注,河北1注,江苏3注,浙江1注,湖北1注,四川1注,宁夏1注,共9注。",1651680455
2022021,2022-02-27(日),"03,07,22,24,26,31",14,16,6650843,74,446173,975,3000,61811,200,1321737,10,8437330,5,"江西1注,广东15注,共16注。",1653333569
2022020,2022-02-24(四),"09,11,14,22,30,32",01,1,10000000,52,533809,803,3000,50405,200,1040870,10,10072002,5,"浙江1注,共1注。",1660696455
2022019,2022-02-22(二),"05,06,14,20,21,25",08,13,6113016,123,147044,2128,3000,95925,200,1614752,10,13848553,5,"上海1注,江苏1注,浙江2注,江西1注,广东6注,贵州1注,云南1注,共13注。",1587422145
2022018,2022-02-20(日),"07,11,16,17,30,32",16,2,10000000,178,169901,914,3000,59285,200,1239517,10,8891793,5,"天津1注,湖南1注,共2注。",1612631799
2022017,2022-02-17(四),"06,09,24,29,30,32",07,5,8716688,162,143390,1128,3000,70487,200,1372481,10,11173864,5,"北京2注,河北1注,贵州1注,甘肃1注,共5注。",1541904440
2022016,2022-02-15(二),"05,10,19,20,29,31",14,15,6190322,336,66424,2068,3000,98815,200,1670638,10,9929759,5,"河北2注,江苏2注,山东2注,湖北4注,湖南2注,广东1注,四川2注,共15注。",1515799969
2022015,2022-02-13(日),"06,14,16,27,28,31",07,9,6685876,95,199643,2388,3000,90213,200,1527884,10,14657414,5,"浙江2注,山东2注,湖北1注,广东1注,广西1注,云南1注,新疆1注,共9注。",1541699154
2022014,2022-02-10(四),"06,07,13,14,15,27",04,7,7794467,469,52135,1376,3000,76286,200,1386459,10,8474637,5,"河北1注,辽宁1注,上海1注,浙江1注,安徽1注,福建1注,广西1注,共7注。",1544973715
2022013,2022-02-08(二),"02,03,04,07,10,18",15,2,10000000,133,221005,1366,3000,64462,200,1337014,10,7260955,5,"山东1注,重庆1注,共2注。",1526180218
2022012,2022-01-27(四),"04,07,08,29,30,31",01,9,7305724,193,134401,2249,3000,107244,200,1918461,10,12203173,5,"内蒙古2注,黑龙江1注,浙江2注,福建1注,湖南1注,广东2注,共9注。",1457999052
2022011,2022-01-25(二),"06,15,23,24,25,33",15,4,10000000,125,239630,1478,3000,58576,200,1159337,10,7691970,5,"河北1注,辽宁1注,吉林1注,深圳1注,共4注。",1445932371
2022010,2022-01-23(日),"12,18,19,20,21,32",15,7,7878499,139,181200,1949,3000,89464,200,1614980,10,11446890,5,"北京1注,内蒙古1注,江苏1注,湖北1注,云南1注,陕西1注,新疆1注,共7注。",1396071026
2022009,2022-01-20(四),"04,15,17,19,25,28",16,1,10000000,266,112827,1024,3000,57970,200,1214030,10,7983998,5,"甘肃1注,共1注。",1375659920
2022008,2022-01-18(二),"02,03,07,09,20,21",13,3,10000000,132,179611,1339,3000,79633,200,1629158,10,10801916,5,"福建1注,广东1注,四川1注,共3注。",1295623770
2022007,2022-01-16(日),"01,20,22,23,25,28",16,3,10000000,81,459735,640,3000,46625,200,1077232,10,6769528,5,"广东3注,共3注。",1254497537
2022006,2022-01-13(四),"03,06,09,15,22,31",02,7,7682542,173,135677,2173,3000,95830,200,1681775,10,10924090,5,"河北3注,安徽1注,四川2注,新疆1注,共7注。",1172781808
2022005,2022-01-11(二),"07,10,12,16,19,31",16,2,10000000,74,379503,1112,3000,62198,200,1300134,10,9851401,5,"北京1注,湖北1注,共2注。",1156142875
2022004,2022-01-09(日),"05,19,24,28,30,32",14,9,6141105,62,207055,2173,3000,111283,200,1920330,10,23391660,5,"山西1注,江苏2注,河南1注,广东2注,广西1注,云南2注,共9注。",1091893203
2022003,2022-01-06(四),"02,05,16,17,18,30",06,7,7708412,181,130931,1968,3000,91043,200,1577681,10,13280726,5,"河北1注,江苏2注,湖南1注,海南1注,四川1注,云南1注,共7注。",1108650848
2022002,2022-01-04(二),"02,12,21,23,25,31",08,9,7295582,134,192726,1411,3000,71926,200,1403343,10,12856812,5,"天津1注,河北2注,浙江2注,江西1注,河南1注,云南1注,深圳1注,共9注。",1091513907
2022001,2022-01-02(日),"06,13,15,17,20,21",03,4,10000000,83,389050,1268,3000,69120,200,1351405,10,11787199,5,"江苏1注,浙江1注,湖南1注,四川1注,共4注。",1079698248
2021150,2021-12-30(四),"09,14,20,21,24,26",04,37,5660828,239,127879,2288,3000,99846,200,1869866,10,11170394,5,"北京1注,河北1注,安徽25注,福建1注,江西1注,重庆1注,河南1注,广西1注,贵州1注,陕西1注,新疆2注,深圳1注,共37注。其中一等奖特别奖为：北京1注,河北1注,安徽25注,重庆1注,河南1注,新疆2注。",1022824601
2021149,2021-12-28(二),"05,10,15,18,19,32",05,8,7864325,103,278089,1366,3000,75921,200,1446067,10,12077552,5,"内蒙古1注,上海1注,浙江3注,深圳3注,共8注。其中一等奖特别奖为：内蒙古1注,浙江1注。",1140585301
2021148,2021-12-26(日),"10,12,15,17,19,20",08,8,7622855,175,149877,1942,3000,95228,200,1716355,10,15659434,5,"辽宁1注,江西1注,湖南1注,广西2注,海南1注,四川1注,贵州1注,共8注。其中一等奖特别奖为：江西1注,广西2注,海南1注,四川1注。",1117570138
2021147,2021-12-23(四),"05,10,11,13,27,28",09,13,6608176,194,134705,5004,3000,114915,200,2023736,10,12269507,5,"北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,河南1注,湖北1注,云南1注,深圳1注,共13注。其中一等奖特别奖为：北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,云南1注。",1099867308
2021146,2021-12-21(二),"07,09,21,22,26,32",03,6,9424198,103,322150,1568,3000,81783,200,1646072,10,13051262,5,"内蒙古1注,江苏1注,浙江1注,河南1注,湖南1注,深圳1注,共6注。其中一等奖特别奖为：浙江1注,湖南1注。",1107375000
2021145,2021-12-19(日),"04,07,10,14,16,26",09,10,7832457,159,222677,1811,3000,106304,200,1896251,10,13235094,5,"吉林1注,上海2注,江苏1注,安徽1注,江西1注,重庆3注,河南1注,共10注。其中一等奖特别奖为：上海2注,安徽1注。",1064375720
2021144,2021-12-16(四),"02,05,13,15,23,26",07,5,9315997,172,156831,2181,3000,100376,200,1818706,10,16847455,5,"辽宁1注,上海1注,浙江1注,湖南1注,广东1注,共5注。其中一等奖特别奖为：浙江1注,湖南1注。",1036483149
2021143,2021-12-14(二),"01,09,11,13,20,29",09,41,5571480,158,185369,2099,3000,102841,200,1847795,10,14134736,5,"辽宁1注,上海1注,浙江2注,安徽32注,山东1注,广东3注,贵州1注,共41注。其中一等奖特别奖为：辽宁1注,浙江1注,安徽32注,山东1注,广东2注,贵州1注。",1002138181
2021142,2021-12-12(日),"04,07,17,19,20,24",16,8,8791842,227,167041,1642,3000,94056,200,1852762,10,11110610,5,"辽宁2注,黑龙江1注,河南1注,广东1注,云南1注,新疆1注,深圳1注,共8注。其中一等奖特别奖为：河南1注,广东1注,云南1注,深圳1注。",1142703731
2021141,2021-12-09(四),"01,14,19,23,26,30",10,7,8542650,132,234834,1383,3000,74249,200,1475684,10,15797325,5,"河北2注,福建1注,江西2注,湖北1注,甘肃1注,共7注。其中一等奖特别奖为：河北2注,福建1注,湖北1注,甘肃1注。",1099283201
2021140,2021-12-07(二),"05,10,16,26,27,33",01,20,6366303,694,49218,2916,3000,131648,200,1934360,10,8827282,5,"河北1注,山西1注,内蒙古1注,浙江1注,重庆9注,河南1注,湖北1注,四川3注,云南1注,青海1注,共20注。其中一等奖特别奖为：重庆5注,四川2注,云南1注,青海1注。",1066087178
2021139,2021-12-05(日),"12,14,19,23,24,27",01,14,7490724,193,225842,1358,3000,79425,200,1545315,10,10106904,5,"河北1注,辽宁1注,江苏5注,重庆1注,广东2注,四川2注,云南1注,陕西1注,共14注。其中一等奖特别奖为：河北1注,江苏5注,重庆1注,四川2注,云南1注,陕西1注。",1090940461
